"A Qasem, P Shirani, M Debbabi, L Wang… - ACM Computing …, 2021 - dl.acm.org",Automatic vulnerability detection in embedded devices and firmware: Survey and layered taxonomies
"Z Liu, P Qian, X Wang, L Zhu, Q He, S Ji - arXiv preprint arXiv:2106.09282, 2021 - arxiv.org",Smart contract vulnerability detection: from pure neural network to interpretable graph feature and expert pattern fusion
"C Batur Şahin, L Abualigah - Neural Computing and Applications, 2021 - ",A novel deep learning-based feature selection model for improving the static analysis of vulnerability detection
"N Ashizawa, N Yanai, JP Cruz, S Okamura - Proceedings of the 3rd ACM …, 2021 - dl.acm.org",Eth2vec: learning contract-wide code representations for vulnerability detection on ethereum smart contracts
"K Napier, T Bhowmik, S Wang - Empirical Software Engineering, 2023 - ",An empirical study of text-based machine learning models for vulnerability detection
"C Zhang, H Liu, J Zeng, K Yang, Y Li, H Li - arXiv preprint arXiv …, 2023 - arxiv.org",Prompt-enhanced software vulnerability detection using chatgpt
"O Lutz, H Chen, H Fereidooni, C Sendner… - arXiv preprint arXiv …, 2021 - arxiv.org",Escort: ethereum smart contracts vulnerability detection using deep neural network and transfer learning
"L Zhang, W Chen, W Wang, Z Jin, C Zhao, Z Cai… - Sensors, 2022 - mdpi.com",[HTML] Cbgru: A detection method of smart contract vulnerability based on a hybrid model
"B Steenhoek, MM Rahman, MK Roy, MS Alam… - arXiv preprint arXiv …, 2024 - arxiv.org",A Comprehensive Study of the Capabilities of Large Language Models for Vulnerability Detection
"S Shakya, A Mukherjee, R Halder… - 2022 IEEE …, 2022 - ",Smartmixmodel: machine learning-based vulnerability detection of solidity smart contracts
"R Rawat, AS Rajawat, V Mahor, RN Shaw… - Machine Learning for …, 2021 - ",Surveillance robot in cyber intelligence for vulnerability detection
"J Zhang, Z Liu, X Hu, X Xia, S Li - IEEE Transactions on …, 2023 - ",Vulnerability detection by learning from syntax-based execution paths of code
"F Luo, R Luo, T Chen, A Qiao, Z He, S Song… - Proceedings of the …, 2024 - dl.acm.org",Scvhunter: Smart contract vulnerability detection based on heterogeneous graph attention network
"XC Wen, X Wang, C Gao, S Wang… - 2023 38th IEEE/ACM …, 2023 - ",When Less is Enough: Positive and Unlabeled Learning Model for Vulnerability Detection
"J Cheng, Y Chen, Y Cao, H Wang - Information and Software Technology, 2024 - ",A vulnerability detection framework by focusing on critical execution paths
"X Li, B Feng, G Li, T Li, M He - Security and Communication …, 2021 - Wiley Online Library",A vulnerability detection system based on fusion of assembly code and source code
"G Qiang - Scientific Programming, 2022 - Wiley Online Library",Research on software vulnerability detection method based on improved CNN model
"W Cai, J Chen, J Yu, L Gao - Information and Software Technology, 2023 - ",A software vulnerability detection method based on deep learning with complex network analysis and subgraph partition
"NS Mathews, Y Brus, Y Aafer, M Nagappan… - arXiv preprint arXiv …, 2024 - arxiv.org",LLbezpeky: Leveraging Large Language Models for Vulnerability Detection
"S Cao, X Sun, W Liu, D Wu, J Zhang… - IEEE Internet of …, 2024 - ",EXVUL: Towards Effective and Explainable Vulnerability Detection for IoT Devices
"X Zhan, L Fan, S Chen, F We, T Liu… - 2021 IEEE/ACM 43rd …, 2021 - ",Atvhunter: Reliable version detection of third-party libraries for vulnerability identification in android applications
"J Yang, Y Wang, Y Pan, TX Tran - arXiv preprint arXiv:2305.08039, 2023 - arxiv.org",Systematic meets unintended: Prior knowledge adaptive 5g vulnerability detection via multi-fuzzing
"X Yuan, G Lin, Y Tai, J Zhang - Security and Communication …, 2022 - Wiley Online Library",Deep neural embedding for software vulnerability discovery: Comparison and optimization
"Z Li, D Zou, S Xu, Z Chen, Y Zhu… - IEEE Transactions on …, 2021 - ",Vuldeelocator: a deep learning-based fine-grained vulnerability detector
"T Brito, M Ferreira, M Monteiro, P Lopes… - IEEE Transactions …, 2023 - ",Study of JavaScript Static Analysis Tools for Vulnerability Detection in Node. js Packages
"J Cheng, Y Chen, Y Cao, H Wang - Journal of Systems and Software, 2024 - ",A vulnerability detection framework with enhanced graph feature learning
"S Xu, Y Wang - Security and Communication Networks, 2022 - Wiley Online Library",BofAEG: Automated stack buffer overflow vulnerability detection and exploit generation based on symbolic execution and dynamic analysis
"S Elder - 2021 IEEE/ACM 43rd International Conference on …, 2021 - ",Vulnerability detection is just the beginning
"HH Nguyen, NM Nguyen, C Xie… - 2023 IEEE/ACM 20th …, 2023 - ",MANDO-HGT: Heterogeneous Graph Transformers for Smart Contract Vulnerability Detection
"CX Do, NT Luu, PTL Nguyen - Automated Software Engineering, 2024 - ",Optimizing software vulnerability detection using RoBERTa and machine learning
"Z Huang, M White - … on Cyber Security and Resilience (CSR), 2022 - ",Semantic-aware vulnerability detection
"MM Rahman, I Ceka, C Mao, S Chakraborty… - Proceedings of the …, 2024 - dl.acm.org",Towards Causal Deep Learning for Vulnerability Detection
"M Hariharan, A Tanwar, K Sundaresan… - Future Generation …, 2022 - ",Proximal Instance Aggregator networks for explainable security vulnerability detection
"D He, R Wu, X Li, S Chan… - IEEE Internet of Things …, 2023 - ",Detection of vulnerabilities of blockchain smart contracts
"D Yuan, X Wang, Y Li, T Zhang - Journal of Systems and Software, 2023 - ",Optimizing smart contract vulnerability detection via multi-modality code and entropy embedding
"F Al-Kassar, L Compagna, D Balzarotti - 32nd USENIX Security …, 2023 - usenix.org",{WHIP}: Improving Static Vulnerability Detection in Web Application by Forcing tools to Collaborate
"T Farasat, J Posegga - arXiv preprint arXiv:2404.09537, 2024 - arxiv.org",Machine Learning Techniques for Python Source Code Vulnerability Detection
"X Zhang, W Sun, Z Xu, H Cheng, C Cai… - IEEE Transactions on …, 2024 - ",EVM-Shield: In-Contract State Access Control for Fast Vulnerability Detection and Prevention
"T Wu, L Chen, G Du, C Zhu, N Cui… - The Computer Journal, 2024 - academic.oup.com",CDNM: Clustering-Based Data Normalization Method For Automated Vulnerability Detection
"JH An, Z Wang, I Joe - EURASIP Journal on Wireless Communications …, 2023 - ",[HTML] A CNN-based automatic vulnerability detection
"C Ma, S Liu, G Xu - Journal of Cloud Computing, 2023 - ",[HTML] HGAT: smart contract vulnerability detection method based on hierarchical graph attention network
"H Wang, B Cui, W Yang, J Cui, L Su… - 2022 4th International …, 2022 - ",An automated vulnerability detection method for the 5g rrc protocol based on fuzzing
"K Tamberg, H Bahsi - arXiv preprint arXiv:2405.15614, 2024 - arxiv.org",Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study
"X Cheng, H Wang, J Hua, G Xu, Y Sui - ACM Transactions on Software …, 2021 - dl.acm.org",Deepwukong: Statically detecting software vulnerabilities using deep graph neural network
"F Hou, K Zhou, L Li, Y Tian, J Li, J Li - International Conference on Artificial …, 2022 - ",A vulnerability detection algorithm based on transformer model
"Z Li, D Zou, S Xu, H Jin, Y Zhu… - IEEE Transactions on …, 2021 - ",Sysevr: A framework for using deep learning to detect software vulnerabilities
"G Tang, L Zhang, F Yang, L Meng, W Cao… - … on Knowledge Science …, 2021 - ",Interpretation of learning-based automatic source code vulnerability detection model using LIME
"N Vándor, B Mosolygó, P Hegelűs - International Conference on …, 2022 - ",Comparing ML-Based Predictions and Static Analyzer Tools for Vulnerability Detection
"SJ Ahmed, DB Taha - 2022 8th International Conference on …, 2022 - ",Machine Learning for Software Vulnerability Detection: A Survey
"V Mahor, K Pachlasiya, B Garg, M Chouhan… - … Conference on Network …, 2021 - ",Mobile operating system (Android) vulnerability analysis using machine learning
"IFA Ashari, M Affandi, HT Putra… - Jurnal JTIK (Jurnal …, 2023 - journal.lembagakita.org",Security Audit for Vulnerability Detection and Mitigation of UPT Integrated Laboratory (ILab) ITERA Website Based on OWASP Zed Attack Proxy (ZAP)
"S Kautish, A Reyana, A Vidyarthi - IEEE Transactions on …, 2022 - ",SDMTA: Attack detection and mitigation mechanism for DDoS vulnerabilities in hybrid cloud environment
"Y Choi, YW Kwon - IEIE Transactions on Smart Processing & Computing, 2021 - dbpia.co.kr",Comparison of program representations on vulnerability detection with graph neural networks
"G Nikitopoulos, K Dritsa, P Louridas… - Proceedings of the 29th …, 2021 - dl.acm.org",CrossVul: a cross-language vulnerability dataset with commit data
"CB Şahin, ÖB Dinler, L Abualigah - Applied Intelligence, 2021 - ",Prediction of software vulnerability based deep symbiotic genetic algorithms: Phenotyping of dominant-features
"F Arat, S Akleylek - Computer Networks, 2023 - ",A new method for vulnerability and risk assessment of IoT
"S Dou, Y Wu, W Li, F Cheng, W Yang, Y Liu - arXiv preprint arXiv …, 2021 - arxiv.org",Boosting the Capability of Intelligent Vulnerability Detection by Training in a Human-Learning Manner
"M Basharat, M Omar - International Journal of Mathematics and Computer in … - sciendo.com",SecuGuard: Leveraging pattern-exploiting training in language models for advanced software vulnerability detection
"RS Mim, A Satter, T Ahammed, K Sakib - ENASE, 2024 - scitepress.org",Impact of Centrality on Automated Vulnerability Detection Using Convolutional Neural Network
"T Feng, Y Cui - International Journal on Semantic Web and …, 2024 - igi-global.com",[HTML] Particle Swarm Algorithm for Smart Contract Vulnerability Detection Based on Semantic Web
"D Krohmer, K Sharma, S Chen - … of the 2022 ACM Workshop on Software …, 2022 - dl.acm.org",Adapting Static Taint Analyzers to Software Marketplaces: A Leverage Point for Mass Vulnerability Detection?
"H Sun, Y Liu, Z Ding, Y Xiao, Z Hao… - 2023 IEEE Symposium …, 2023 - ",An Enhanced Vulnerability Detection in Software Using a Heterogeneous Encoding Ensemble
"T Wan, L Lu, H Xu, Q Zou - 2023 IEEE 23rd International …, 2023 - ",Software Vulnerability Detection via Doc2vec with path representations
"B Zhang, Z Xi, K Gao - 2021 IEEE International Conference on …, 2021 - ",Fuzzy test guidance technology for power internet of things firmware vulnerability detection
"H Kuang, F Yang, L Zhang, G Tang… - 2023 IEEE 23rd …, 2023 - ",Leveraging User-Defined Identifiers for Counterfactual Data Generation in Source Code Vulnerability Detection
"N Cui, L Chen, G Shi - 2023 IEEE Symposium on Computers …, 2023 - ",BVSNO: Binary code vulnerability detection based on slice semantic and node order
"M Yoda, S Nakamura, Y Sei, Y Tahara… - … on Internet of Things …, 2023 - ",A Middleware to Improve Analysis Coverage in IoT Vulnerability Detection
"H Wang, W Qu, G Katz, W Zhu, Z Gao, H Qiu… - Proceedings of the 31st …, 2022 - dl.acm.org",Jtrans: Jump-aware transformer for binary code similarity detection
"S Tariq, BM Le, SS Woo - Proceedings of the 31st ACM International …, 2022 - dl.acm.org",Towards an awareness of time series anomaly detection models' adversarial vulnerability
"FNU Jimmy - Journal of Artificial Intelligence General science …, 2024 - ojs.boulibrary.com",Cyber security Vulnerabilities and Remediation Through Cloud Security Tools
H Li - 2024 - opus.lib.uts.edu.au,Smart Contract Vulnerability Detection Based on Generative Adversarial Networks and Graph Matching Networks
"P Ashorn, U Ashorn, Y Muthiani, S Aboubaker, S Askari… - The Lancet, 2023 - thelancet.com",Small vulnerable newborns—big potential for impact
"CF Drane, L Vernon, S O'Shea - The Australian Educational Researcher, 2021 - ",[HTML] Vulnerable learners in the age of COVID-19: A scoping review
"SC Munari, AN Wilson, NJ Blow… - Australian and New …, 2021 - ncbi.nlm.nih.gov",[HTML] Rethinking the use of 'vulnerable'
"M Chen, X Huang, J Cheng, Z Tang, G Huang - Cities, 2023 - ",Urbanization and vulnerable employment: Empirical evidence from 163 countries in 1991–2019
"J Manuello, J Min, P McCarthy… - Nature …, 2024 - nature.com",[HTML] The effects of genetic and modifiable risk factors on brain regions vulnerable to ageing and disease
"W Abbassi, V Kumari, DK Pandey - The Journal of Risk Finance, 2022 - emerald.com",What makes firms vulnerable to the Russia–Ukraine crisis?
"T Wildschut, C Sedikides - European Review of Social Psychology, 2023 - Taylor & Francis",Benefits of nostalgia in vulnerable populations
"M Perez-Escolar, F Canet - Universal access in the information society, 2023 - ",[HTML] Research on vulnerable people and digital inclusion: toward a consolidated taxonomical framework
"AR Khavarian-Garmsir, A Sharifi… - Sustainable Cities and …, 2021 - ",Are high-density districts more vulnerable to the COVID-19 pandemic?
"K Leng, E Li, R Eser, A Piergies, R Sit, M Tan… - Nature …, 2021 - nature.com",Molecular characterization of selectively vulnerable neurons in Alzheimer's disease
"L Shi, GD Stevens - 2021 - John Wiley & Sons",[引用] Vulnerable populations in the United States
"D Zheng, J Wen, M Kozak, I Phau, H Hou, W Wang - Tourism Management, 2023 - ",Vulnerable populations with psychological disorders in tourism: Methodological challenges and recommended solutions for empirical research
"AA Ediae, CF Chikwe, KN Kuteesa - Computer Science & IT Research …, 2024 - fepbl.com",Leveraging AI in case management for vulnerable migrants: A path toward enhanced resilience
"LM Garcini, J Rosenfeld, G Kneese… - Health & social care …, 2022 - Wiley Online Library",Dealing with distress from the COVID‐19 pandemic: Mental health stressors and coping strategies in vulnerable Latinx communities
"E Mogaji, O Adeola, RE Hinson, NP Nguyen… - International Journal of …, 2021 - emerald.com",Marketing bank services to financially vulnerable customers: evidence from an emerging economy
"V Kumari, G Kumar, DK Pandey - Journal of Behavioral and Experimental …, 2023 - ",Are the European Union stock markets vulnerable to the Russia–Ukraine war?
"MA Ari, MN Arregui, MS Black, O Celasun, MDM Iakova… - 2022 - books.google.com",[图书] Surging energy prices in Europe in the aftermath of the war: How to support the vulnerable and speed up the transition away from fossil fuels
"PJ Hunter, T Awoyemi, AI Ayede, RM Chico, AL David… - The Lancet, 2023 - thelancet.com",Biological and pathological mechanisms leading to the birth of a small vulnerable newborn
"S Luckeneder, S Giljum, A Schaffartzik, V Maus… - Global Environmental …, 2021 - ",[HTML] Surge in global metal mining threatens vulnerable ecosystems
"J Whitley, MH Beauchamp, C Brown - Facets, 2021 - facetsjournal.com",The impact of COVID-19 on the learning and achievement of vulnerable Canadian children and youth
"RM Siegel, PJ Mallow - Clinical Pediatrics, 2021 - journals.sagepub.com",The impact of COVID-19 on vulnerable populations and implications for children and health care policy
"SLD Restubog, CM Deen, A Decoste, Y He - Journal of Vocational …, 2021 - ",From vocational scholars to social justice advocates: Challenges and opportunities for vocational psychology research on the vulnerable workforce
"P Varma, M Junge, H Meaklim, ML Jackson - Progress in Neuro …, 2021 - ","Younger people are more vulnerable to stress, anxiety and depression during COVID-19 pandemic: A global cross-sectional survey"
"AR Tanner, RB Dorey, NJ Brendish… - European Respiratory …, 2021 - Eur Respiratory Soc",Influenza vaccination: protecting the most vulnerable
"AM Kaihlanen, L Virtanen, U Buchert, N Safarov… - BMC health services …, 2022 - ",[HTML] Towards digital health equity-a qualitative study of the challenges experienced by vulnerable groups in using digital health services in the COVID-19 era
"T Brandsen - The Palgrave handbook of co-production of public …, 2021 - ",Vulnerable citizens: will co-production make a difference?
R Behar - 2022 - books.google.com,[图书] The vulnerable observer: Anthropology that breaks your heart
"Y Chen, Z Ding, L Alowain, X Chen… - Proceedings of the 26th …, 2023 - dl.acm.org",Diversevul: A new vulnerable source code dataset for deep learning based vulnerability detection
Productivity Commission - 2021 - policycommons.net,Vulnerable supply chains: Interim report
"Z Boakes, R Stafford, I Bramer, M Cvitanović… - Urban …, 2024 - ",[HTML] The importance of urban areas in supporting vulnerable and endangered mammals
"Y Xing, H Zhou, X Han, M Zhang, J Lu - Technological Forecasting and …, 2022 - ",What influences vulnerable road users' perceptions of autonomous vehicles? A comparative analysis of the 2017 and 2019 Pittsburgh surveys
"B Schyns, IK Gauglitz, S Gilmore… - European Journal of …, 2023 - Taylor & Francis",Vulnerable narcissistic leadership meets Covid-19: the relationship between vulnerable narcissistic leader behaviour and subsequent follower irritation
"NM Brashier - Current Opinion in Psychology, 2024 - ",[HTML] Fighting misinformation among the most vulnerable users
"NW Eyrich, JJ Andino, DP Fessell - JAMA surgery, 2021 - jamanetwork.com",Bridging the digital divide to avoid leaving the most vulnerable behind
"A Thompson, L Stringfellow, M Maclean… - Journal of Business …, 2021 - ",Ethical considerations and challenges for using digital ethnography to research vulnerable populations
"H Azadi, SM Moghaddam, S Burkart… - Journal of Cleaner …, 2021 - ",Rethinking resilient agriculture: From climate-smart agriculture to vulnerable-smart agriculture
"SY Tan, C De Foo, M Verma, P Hanvoravongchai… - Social Science & …, 2023 - ",[HTML] Mitigating the impacts of the COVID-19 pandemic on vulnerable populations: Lessons for improving health and social equity
"MCL Bue, TTN Le, MS Silva, K Sen - World Development, 2022 - ",[HTML] Gender and vulnerable employment in the developing world: Evidence from global microdata
"D Côté, S Durant, E MacEachen… - American Journal of …, 2021 - Wiley Online Library",A rapid scoping review of COVID‐19 and vulnerable workers: Intersecting occupational and public health issues
"M Lind, S Bluck, DP McAdams - The Journals of Gerontology …, 2021 - academic.oup.com",More vulnerable? The life story approach highlights older people's potential for strength during the pandemic
"W Tabone, J De Winter, C Ackermann… - Transportation research …, 2021 - ",[HTML] Vulnerable road users and the coming wave of automated vehicles: Expert perspectives
"MLCF Franieck, N Bittner - 2022 - api.taylorfrancis.com",[图书] Communicating with Vulnerable Patients: A Novel Psychological Approach
"H Norman, NH Adnan, N Nordin, M Ally, A Tsinakos - Sustainability, 2022 - mdpi.com",[HTML] The educational digital divide for vulnerable students in the pandemic: Towards the New Agenda 2030
"D Zhang, Y Fang - Journal of Cleaner Production, 2022 - ",[HTML] Are environmentally friendly firms more vulnerable during the COVID-19 pandemic?
"GC Barron, G Laryea-Adjei, V Vike-Freiberga… - The Lancet Public …, 2022 - thelancet.com",[HTML] Safeguarding people living in vulnerable conditions in the COVID-19 era through universal health coverage and social protection
"RL Berkowitz, X Gao, EK Michaels, MS Mujahid - Cities & health, 2021 - Taylor & Francis",Structurally vulnerable neighbourhood environments and racial/ethnic COVID-19 inequities
"M Yazdani, M Haghani - Expert Systems with Applications, 2023 - ",A dynamic emergency planning system for relocating vulnerable people to safe shelters in response to heat waves
"B Föllmer, MC Williams, D Dey… - Nature Reviews …, 2024 - nature.com",Roadmap on the use of artificial intelligence for imaging of vulnerable atherosclerotic plaque in coronary arteries
"SC Winter, MR Winter, LN Plaxico… - Nature Climate …, 2024 - nature.com",Extreme weather should be defined according to impacts on climate-vulnerable communities
"S Dodds, J Finsterwalder, G Prayag… - … Journal of Market …, 2023 - journals.sagepub.com",Transformative service research methodologies for vulnerable participants
"E Dogan, M Madaleno, D Taskin - Energy Economics, 2021 - ",Which households are more energy vulnerable? Energy poverty and financial inclusion in Turkey
"D Erlinge, A Maehara, O Ben-Yehuda, HE Bøtker… - The Lancet, 2021 - thelancet.com",Can SARS-CoV-2 hitchhike on the olfactory projection and take a direct and short route from
"L Coles-Kemp, N Robinson, CPR Heath - Proceedings of the ACM on …, 2022 - dl.acm.org",Protecting the vulnerable: Dimensions of assisted digital access
"ZY Zhao, YP Tong, W Jiang, Y Zang… - Journal of Natural …, 2023 - ACS Publications",Structurally Diverse Triterpene-26-oic Acids as Potential Dual ACL and ACC1 Inhibitors from the Vulnerable Conifer Keteleeria fortunei
"A van Veelen, NMR van der Sangen, R Delewi… - Journal of clinical …, 2022 - mdpi.com",[HTML] Detection of vulnerable coronary plaques using invasive and non-invasive imaging modalities
"M Biernacka, E Łaszkiewicz, J Kronenberg - Urban Forestry & Urban …, 2022 - ","Park availability, accessibility, and attractiveness in relation to the least and most vulnerable inhabitants"
"J He, M Vechev - arXiv e-prints, 2023 - ui.adsabs.harvard.edu",Controlling large language models to generate secure and vulnerable code
"JD Vasta, DM Peacock, Q Zheng, JA Walker… - Nature chemical …, 2022 - nature.com",[HTML] KRAS is vulnerable to reversible switch-II pocket engagement in cells
"SJ Park, JM Ahn, DY Kang, SC Yun, YK Ahn, WJ Kim… - The Lancet, 2024 - thelancet.com","Current small-molecule inhibitors of KRAS(G12C) bind irreversibly in the switch-II pocket (SII-P),"
"P Howson, A de Vries - Energy research & social science, 2022 - ",Preying on the poor? Opportunities and challenges for tackling the social and environmental threats of cryptocurrencies for vulnerable and low-income communities
"M Perry - Reading Research Quarterly, 2021 - Wiley Online Library",Pluriversal literacies: Affect and relationality in vulnerable times
"TD Nguyen, LH Pham, J Sun - 2021 IEEE Symposium on …, 2021 - ",SGUARD: towards fixing vulnerable smart contracts automatically
"SN El-Tallawy, RS Ahmed, MS Nagiub - Pain and therapy, 2023 - ",[HTML] Pain management in the most vulnerable intellectual disability: a review
"V Counted, KI Pargament, AO Bechara… - The Journal of …, 2022 - Taylor & Francis",Hope and well-being in vulnerable contexts during the COVID-19 pandemic: Does religious coping matter?
"G Mulvale, G Robert - International Journal of Public Administration, 2021 - Taylor & Francis",[HTML] Engaging vulnerable populations in the co-production of public services
"J Chase, P Hansen - Society & Natural Resources, 2021 - Taylor & Francis",Displacement after the camp fire: Where are the most vulnerable?
"V Hari, S Dharmasthala, A Koppa, S Karmakar… - Nature Climate …, 2021 - nature.com",[HTML] Climate hazards are threatening vulnerable migrants in Indian megacities
"D Noever - arXiv preprint arXiv:2308.10345, 2023 - arxiv.org",Can large language models find and fix vulnerable software?
"GAA Prana, A Sharma, LK Shar, D Foo… - Empirical Software …, 2021 - ","Out of sight, out of mind? How vulnerable dependencies affect open-source projects"
"A Svicher, A Di Fabio - Frontiers in Psychology, 2021 - frontiersin.org",[HTML] Job crafting: A challenge to promote decent work for vulnerable workers
"A Reyes-Muñoz, J Guerrero-Ibáñez - Sensors, 2022 - mdpi.com",[HTML] Vulnerable road users and connected autonomous vehicles interaction: A survey
"VO Ochieng… - International journal of …, 2023 - journals.sagepub.com",Adoption of education technologies for learning during COVID-19 pandemic: The experiences of marginalized and vulnerable learner populations in Kenya
"YY Sun, L Sie, F Faturay, I Auwalin, J Wang - Journal of Hospitality and …, 2021 - ",Who are vulnerable in a tourism crisis? A tourism employment vulnerability analysis for the COVID-19 management
"Y Min, HW Lee - Journal of Cleaner Production, 2023 - ",Characterization of vulnerable communities in terms of the benefits and burdens of the energy transition in Pacific Northwest cities
"C Hihetah, BÓ Gallachóir, NP Dunphy… - Energy Research & Social …, 2024 - ",[HTML] A systematic review of the lived experiences of the energy vulnerable: Where are the research gaps?
"JR Jakobsen, MR Krogsgaard - Frontiers in Physiology, 2021 - frontiersin.org",[HTML] The myotendinous junction—A vulnerable companion in sports. A narrative review
"H Seo, M Blomberg, D Altschwager… - New Media & …, 2021 - journals.sagepub.com",Vulnerable populations and misinformation: A mixed-methods approach to underserved older adults' online information assessment
"V Calcaterra, S Zanelli, A Foppiani, E Verduci… - Diseases, 2024 - mdpi.com","Long COVID in Children, Adults, and Vulnerable Populations: A Comprehensive Overview for an Integrated Approach"
"H De Cauwer, A Spaepen - Acta Neurologica Belgica, 2021 - ",Are patients with Down syndrome vulnerable to life-threatening COVID-19?
"BP White, S Breakey, MJ Brown, JR Smith… - Annals of global …, 2023 - ncbi.nlm.nih.gov",[HTML] Mental health impacts of climate change among vulnerable populations globally: an integrative review
"D Tracey, T Gray, N Manohar, J Kingsley… - Health & Social Care …, 2023 - Wiley Online Library",Identifying key benefits and characteristics of community gardening for vulnerable populations: A systematic review
"S Kan, B Chen, G Chen - Land Use Policy, 2023 - ",Globalization of forest land use: Increasing threats on climate-vulnerable regions
"J Darko, L Folsom, N Pugh, H Park… - IET Intelligent …, 2022 - Wiley Online Library",Adaptive personalized routing for vulnerable road users
"L Saba, N Agarwal, R Cau, C Gerosa, R Sanfilippo… - JVS-Vascular …, 2021 - ",[HTML] Review of imaging biomarkers for the vulnerable carotid plaque
"L Larsen, MS Helland, T Holt - European child & adolescent psychiatry, 2022 - ",[HTML] The impact of school closure and social isolation on children in vulnerable families during COVID-19: a focus on children's reactions
"V Lipphardt, GA Rappold, M Surdu - Science in Context, 2021 - cambridge.org",Representing vulnerable populations in genetic studies: The case of the Roma
"DA Shah, D Sall, W Peng, R Sharer… - … of telemedicine and …, 2022 - journals.sagepub.com",Exploring the role of telehealth in providing equitable healthcare to the vulnerable patient population during COVID-19
"R Singh, R Sharma, SV Akram, A Gehlot, D Buddhi… - Safety science, 2021 - ",Highway 4.0: Digitalization of highways for vulnerable road safety development with intelligent IoT sensors and machine learning
"X Yuan, G Lin, Y Tai, J Zhang - Security and Communication …, 2022 - Wiley Online Library",Deep neural embedding for software vulnerability discovery: Comparison and optimization
"M Alfadel, DE Costa, E Shihab - Empirical Software Engineering, 2023 - ",Empirical analysis of security vulnerabilities in python packages
"P Ferrara, AK Mandal, A Cortesi, F Spoto - International Journal on …, 2021 - ",[HTML] Static analysis for discovering IoT vulnerabilities
"G Bhandari, A Naseer, L Moonen - Proceedings of the 17th International …, 2021 - dl.acm.org",CVEfixes: automated collection of vulnerabilities and their fixes from open-source software
"Y Li, S Wang, TN Nguyen - Proceedings of the 29th ACM Joint Meeting …, 2021 - dl.acm.org",Vulnerability detection with fine-grained interpretationsCCF A
"D Perez, B Livshits - … USENIX Security Symposium (USENIX Security 21 …, 2021 - usenix.org",Smart contract vulnerabilities: Vulnerable does not imply exploited
"GAA Prana, A Sharma, LK Shar, D Foo… - Empirical Software …, 2021 - ","Out of sight, out of mind? How vulnerable dependencies affect open-source projects"
"H Hanif, MHNM Nasir, MF Ab Razak, A Firdaus… - Journal of Network and …, 2021 - ",The rise of software vulnerability: Taxonomy of software vulnerabilities detection and machine learning approaches
"J Zhou, M Pacheco, Z Wan, X Xia, D Lo… - 2021 36th IEEE/ACM …, 2021 - ",Finding a needle in a haystack: Automated mining of silent vulnerability fixes
"S Chakraborty, R Krishna, Y Ding… - IEEE Transactions on …, 2021 - ",Deep learning based vulnerability detection: Are we there yet?CCF A
"Z Li, D Zou, S Xu, Z Chen, Y Zhu… - IEEE Transactions on …, 2021 - ",Vuldeelocator: a deep learning-based fine-grained vulnerability detector
"CI Wells, H Al-Ali, DM Andrews, CRM Asquith… - International journal of …, 2021 - mdpi.com",[HTML] The kinase chemogenomic set (KCGS): an open science resource for kinase vulnerability identification
"Y Zheng, S Pujar, B Lewis, L Buratti… - 2021 IEEE/ACM …, 2021 - ",D2a: A dataset built for ai-based vulnerability detection methods using differential analysis
"D Ghelani, TK Hua, SKR Koduru - Authorea Preprints, 2022 - authorea.com","Cyber security threats, vulnerabilities, and security solutions models in banking"
"M Amini, Z Bozorgasl - … Journal of Information System Management System, 2023",[引用] A game theory method to cyber-threat information sharing in cloud computing technology
"CB Şahin, ÖB Dinler, L Abualigah - Applied Intelligence, 2021 - ",Prediction of software vulnerability based deep symbiotic genetic algorithms: Phenotyping of dominant-features
"K Leng, E Li, R Eser, A Piergies, R Sit, M Tan… - Nature …, 2021 - nature.com",Molecular characterization of selectively vulnerable neurons in Alzheimer's disease
"X Yu, H Zhao, B Hou, Z Ying… - 2021 International Joint …, 2021 - ",Deescvhunter: A deep learning-based framework for smart contract vulnerability detection
"F Vincent, A Nueda, J Lee, M Schenone… - … Drug Discovery, 2022 - nature.com","Phenotypic drug discovery: recent successes, lessons learned and new directions"
"Z Liu, P Qian, X Wang, Y Zhuang… - IEEE Transactions on …, 2021 - ",Combining graph neural networks with expert knowledge for smart contract vulnerability detection
"N Ashizawa, N Yanai, JP Cruz, S Okamura - Proceedings of the 3rd ACM …, 2021 - dl.acm.org",Eth2vec: learning contract-wide code representations for vulnerability detection on ethereum smart contracts
"P Borrello, A Kogler, M Schwarzl, M Lipp… - 31st USENIX Security …, 2022 - usenix.org",{ÆPIC} leak: Architecturally leaking uninitialized data from the microarchitecture
"CA Chang, J Jen, S Jiang, A Sayad, AS Mer, KR Brown… - Cancer discovery, 2022 - AACR",Ontogeny and Vulnerabilities of Drug-Tolerant Persisters in HER2+ Breast Cancer
"JD Pearson, K Huang, M Pacal, SR McCurdy, S Lu… - Cancer Cell, 2021 - cell.com","DTPs are implicated in resistance to anticancer therapies, but their ontogeny and vulnerabilities"
"N He, R Zhang, H Wang, L Wu, X Luo, Y Guo… - 30th USENIX Security …, 2021 - usenix.org",{EOSAFE}: Security analysis of {EOSIO} smart contracts
"M Ren, Z Yin, F Ma, Z Xu, Y Jiang, C Sun, H Li… - Proceedings of the 30th …, 2021 - dl.acm.org",Empirical evaluation of smart contract testing: What is the best choice?
