Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Auschala Chalayonnavin","Increasing self‐esteem for vulnerable young women: A case study of entrepreneurship training for vulnerable young women in Thailand",2023,"British Journal of Special Education","Wiley","http://dx.doi.org/10.1111/1467-8578.12486","",255,"2024-06-21 14:54:40","journal-article","10.1111/1467-8578.12486","0952-3383","",51,1,24,34,0,0.00,0,1,1,"Abstract: Disadvantaged young people who have experienced violence often have low self‐esteem due to the difficult circumstances to which they are exposed. Abuse, bullying and other forms of mistreatment have a permanent impact on their sense of self‐worth, generating negative emotions and self‐protective behaviour in order to shield themselves from further harm. As a result, these young people may struggle to maintain their self‐esteem in the context of the challenges they face. This article aims to explore how training can be used to combat this issue to build self‐esteem among vulnerable young people, through a case study of a training entrepreneurship programme for vulnerable Thai young people residing in a home for girls. Through conducting a 16‐week training programme and follow‐up interviews, the study finds that entrepreneurship training has a positive effect on building self‐esteem. Findings indicate that the young women who participated reported feeling more confident, with better self‐reliance, and more capable of pursuing future endeavours, especially since the training enhances their understanding of long‐term effects and outcomes, including employment and the impact of job creation and sustainable development. Ultimately, the study underlines the importance of entrepreneurship training to build self‐esteem and confidence in young people who are vulnerable and in need of such an opportunity.","",""
2,"Beatriks Novianti Bunga, Juliana Marlin Yusrianty Benu, Indra Yohanes Kiling","Left-behind children in West Timor, Indonesia: a brief report",2021,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2021.1956662","",256,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2021.1956662","1745-0128","",17,1,55,60,2,0.67,1,3,3,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2021.1956662",""
0,"","Monoclonal antibody treatment may be administered to vulnerable patients at home",2021,"Pharmaceutical Journal","Royal Pharmaceutical Society","http://dx.doi.org/10.1211/pj.2021.1.91585","",257,"2024-06-21 14:54:40","journal-article","10.1211/pj.2021.1.91585","2053-6186","",,,,,0,0.00,0,0,3,"","",""
0,"","Vulnerable Isles?",2023,"Sensing Disaster","University of California Press","http://dx.doi.org/10.2307/j.ctv34t18qw.13","",258,"2024-06-21 14:54:40","book-chapter","10.2307/j.ctv34t18qw.13","","",,,172,184,0,0.00,0,0,1,"","",""
0,"Andrew S. Jacobs","Gospel Thrillers",2023,"","Cambridge University Press","http://dx.doi.org/10.1017/9781009384605","",259,"2024-06-21 14:54:40","monograph","10.1017/9781009384605","","",,,,,0,0.00,0,1,1,"What if the original teachings of Jesus were different from the Bible's sanitized 'orthodox' version? What covert motivations might inspire those who decide what the text of the Bible 'says' or what it 'means'? For some who ask conspiratorial questions like these, the Bible is the vulnerable victim of secular forces seeking to divest the USA of its founding identity. For others, the biblical canon suppresses religious truths that could upend the status quo. Such suspicions surrounding the Bible find full expression in Gospel Thrillers: a 1960s fictional genre that endures and still commands a substantial following. These novels imagine a freshly discovered first-century gospel and a race against time to unlock its buried secrets. They also reflect the fears and desires that the Bible continues to generate. Andrew Jacobs reveals, in his authoritative examination, how this remarkable fictional archive opens a window onto disturbing biblical anxieties.","",""
0,"","Notes",2024,"Significant Emotions","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9781350026834.0007","",260,"2024-06-21 14:54:40","other","10.5040/9781350026834.0007","","",,,194,200,0,0.00,0,0,1,"","",""
1,"Mary Doherty","Weaponized heterogeneity only harms the most vulnerable autistic people",2023,"Spectrum","Simons Foundation","http://dx.doi.org/10.53053/wdpz6657","",261,"2024-06-21 14:54:40","journal-article","10.53053/wdpz6657","2770-0976","",,,,,1,1.00,1,1,1,"","",""
0,"Mina Karavanta","“On behalf of vulnerable strangers”",2021,"Liquid Borders","Routledge","http://dx.doi.org/10.4324/9781003142911-29","",262,"2024-06-21 14:54:40","book-chapter","10.4324/9781003142911-29","","",,,303,314,0,0.00,0,1,3,"","",""
1,"Salim Mandal, Pradip Chouhan","How maternal age links to childhood mortality? A brief analysis from NFHS-4 (2015–2016), India",2022,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2022.2058136","",263,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2022.2058136","1745-0128","",17,4,368,375,1,0.50,1,2,2,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2022.2058136",""
0,"Jessica L. Sheehan, Kira L. Newman, Laura A. Johnson, Shirley Cohen-Mekelburg, Renuka Tipirneni, Peter D. Higgins","Tu1010 SOCIALLY VULNERABLE PATIENTS WITH INFLAMMATORY BOWEL DISEASE HAVE HIGHER HEALTHCARE UTILIZATION THAN NON-VULNERABLE PATIENTS",2023,"Gastroenterology","Elsevier BV","http://dx.doi.org/10.1016/s0016-5085(23)03221-3","",264,"2024-06-21 14:54:40","journal-article","10.1016/s0016-5085(23)03221-3","0016-5085","",164,6,,,0,0.00,0,6,1,"","https://api.elsevier.com/content/article/PII:S0016508523032213",""
0,"","INTRODUCTION:",2021,"The Perfect Vagina","Indiana University Press","http://dx.doi.org/10.2307/j.ctv1h0p5p0.5","",265,"2024-06-21 14:54:40","book-chapter","10.2307/j.ctv1h0p5p0.5","","",,,1,32,0,0.00,0,0,3,"","",""
0,"Sarah Nyanchera Nyakeri, Ebuka Ezeike, Jo Havemann","Vulnerable conversations between scientists",2022,"Access 2 Perspectives","PubPub","http://dx.doi.org/10.21428/51e64700.1dde0a8e","",266,"2024-06-21 14:54:40","journal-article","10.21428/51e64700.1dde0a8e","","",,,,,0,0.00,0,3,2,"","",""
0,"","Editorial: Bold action is vital to support living standards of the most vulnerable",2022,"","Organisation for Economic Co-Operation and Development (OECD)","http://dx.doi.org/10.1787/7d1c379a-en","",267,"2024-06-21 14:54:40","component","10.1787/7d1c379a-en","","",,,,,0,0.00,0,0,2,"","",""
0,"Eliza Louise Brazel","School hearing screenings, a targeted approach for vulnerable communities through multidisciplinary care.",2024,"","ScienceOpen","http://dx.doi.org/10.14293/pr2199.000695.v1","",268,"2024-06-21 14:54:40","posted-content","10.14293/pr2199.000695.v1","","",,,,,0,0.00,0,1,1,"Universal newborn hearing screenings (UNHS) play an essential role in identifying hearing loss present at birth. Children whose hearing loss is progressive, fluctuating or acquired however, are not detected by UNHS, the prevalence of which doubles up until school-entry age. Routine ear health and hearing checks play an essential role in diagnosing and rehabilitating hearing problems, particularly for Aboriginal and Torres Strait Islander families. However, the standard models for population-based school hearing screenings are ubiquitously lacking in data capture, monitoring and follow-up procedures when a hearing loss is identified. The pilot study, Little Ears Big Impact (LEBI), seeks to address these issues by working in collaboration with Wellbeing and Health In-Reach (WHIN) nurses. LEBI takes a targeted approach to school-based hearing screens, by identifying and screening children with hearing, language, behavioural or developmental concerns. The LEBI program, by utilising the WHIN, was able to engage with families in 80% of cases when a hearing loss was identified. Furthermore, unlike other school-based hearing screening programs reported in the literature, the LEBI study achieved up to 93% adherence to referrals, and up to 96% resolution of hearing problems (following intervention) for these identified students. The LEBI pilot program has demonstrated, through a collaborative and targeted approach to hearing screening, an effective means of increasing rates of intervention and resolution of hearing problems for vulnerable students and families.","https://scienceopen.com/hosted-document?doi=10.14293/PR2199.000695.v1",""
0,"","Palestine: Inclusive resilience-building investments for vulnerable farmers, herders and fishers in the Gaza Strip",2023,"","FAO","http://dx.doi.org/10.4060/cc9032en","",269,"2024-06-21 14:54:40","report","10.4060/cc9032en","","",,,,,0,0.00,0,0,1,"","http://www.fao.org/3/cc9032en/cc9032en.pdf",""
0,"Ray Bull, Becky Milne","Training interviewers",2022,"Interviewing Vulnerable Suspects","Routledge","http://dx.doi.org/10.4324/9781003145998-6","",270,"2024-06-21 14:54:40","book-chapter","10.4324/9781003145998-6","","",,,24,33,0,0.00,0,2,2,"","",""
2,"Arthur Mason","Arctic Abstractive Industry",2022,"","Berghahn Books","http://dx.doi.org/10.1515/9781800734692","",271,"2024-06-21 14:54:40","book","10.1515/9781800734692","","",,,,,2,1.00,2,1,2,"","",""
0,"Fubo Zhao, Yiping Wu","Global vulnerable basins suffering social-ecological impacts of water scarcity",2024,"","Copernicus GmbH","http://dx.doi.org/10.5194/egusphere-egu24-2241","",272,"2024-06-21 14:54:40","posted-content","10.5194/egusphere-egu24-2241","","",,,,,0,0.00,0,2,1,"The UN water conference, convened in March 2023, calls for governing water and addressing climate change in tandem to co-achieve related sustainable development goals. However, the actual (water scarcity under current climate conditions) and potential (potential water scarcity under climate change) impacts of water scarcity on social-ecological impacts are rarely assessed. Herein, we developed a framework that integrates water scarcity and climate sensitivity to assess the socio-ecological vulnerability of global basins. We found that basins that already experience water scarcity are exhibit a disproportionate magnitude of climate sensitivity, which exacerbated the challenges associated with water resources management. We identified the vulnerable basins by integrating socio-ecological vulnerability and found that the most vulnerable basins are mainly located in developing countries. Therefore, the urgent international cooperation for reducing vulnerabilities of water scarcity is required. Measures involved in current Integrated Water Resources Management and Climate Change Adaptation may not be enough to alleviate the water crisis and to adapt to climate change in these vulnerable basins. We thus urge policy makers in regions suffering vulnerable water scarcity to integrate both approaches to manage water and climate in tandem and synergistically achieve related sustainable goals.","",""
0,"","Shifting Sands",2023,"Gospel Thrillers","Cambridge University Press","http://dx.doi.org/10.1017/9781009384605.005","",273,"2024-06-21 14:54:40","book-chapter","10.1017/9781009384605.005","","",,,78,116,0,0.00,0,0,1,"","",""
1,"","Overview of mitigation measures to reduce the incidental catch of vulnerable species in fisheries",2021,"","FAO","http://dx.doi.org/10.4060/cb5049en","",274,"2024-06-21 14:54:40","edited-book","10.4060/cb5049en","","",,,,,1,0.33,0,0,3,"","http://www.fao.org/3/cb5049en/cb5049en.pdf",""
0,"","Review for ""Weak links: Advancing target‐based drug discovery by identifying the most vulnerable targets""",2024,"","Wiley","http://dx.doi.org/10.1111/nyas.15139/v1/review1","",275,"2024-06-21 14:54:40","peer-review","10.1111/nyas.15139/v1/review1","","",,,,,0,0.00,0,0,1,"","",""
0,"","Review for ""Weak links: Advancing target‐based drug discovery by identifying the most vulnerable targets""",2024,"","Wiley","http://dx.doi.org/10.1111/nyas.15139/v1/review2","",276,"2024-06-21 14:54:40","peer-review","10.1111/nyas.15139/v1/review2","","",,,,,0,0.00,0,0,1,"","",""
0,"","Fractal Temporality on Vulnerable Foreshores",2021,"Borderwaters","Duke University Press","http://dx.doi.org/10.1215/9781478013204-005","",277,"2024-06-21 14:54:40","book-chapter","10.1215/9781478013204-005","","",,,159,201,0,0.00,0,0,3,"","",""
0,"","Vulnerable Hosts",2024,"Red Book: 2024–2027 Report of the Committee on Infectious Diseases","American Academy of Pediatrics345 Park Blvd, Itasca, IL 60143","http://dx.doi.org/10.1542/9781610027373-s5_001_004","",278,"2024-06-21 14:54:40","book-chapter","10.1542/9781610027373-s5_001_004","","",,,1116,1116,0,0.00,0,0,1,"","https://publications.aap.org/redbook/book/chapter-pdf/1655645/rbo2024_s5_001_004_en.pdf",""
0,"Debra D. Joseph, Roshnie A. Doon","&lt;p&gt;The Impact of Climate Change on Maternal and Child Health in the Caribbean&lt;/p&gt;",2023,"The Impact of Climate Change on Vulnerable Populations","MDPI","http://dx.doi.org/10.3390/books978-3-0365-5503-4-2","",279,"2024-06-21 14:54:40","book-chapter","10.3390/books978-3-0365-5503-4-2","","",,,,,0,0.00,0,2,1,"","",""
0,"Edna G. Rich, Abigail Willemse, Charlene J. Erasmus","The influence of religion or religious beliefs on parenting practices: a systematic review",2024,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2024.2330986","",280,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2024.2330986","1745-0128","",19,2,356,371,0,0.00,0,3,1,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2024.2330986",""
1,"Anastasiia Timmer, Cathrine Jacobsen","Untangling the ‘health paradox’ among adolescent girls: the role of immigration status, depression, and decision-making",2023,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2023.2182931","",281,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2023.2182931","1745-0128","",18,4,632,646,1,1.00,1,2,1,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2023.2182931",""
0,"Carlos A. Pérez Ricart","Mexico and Central America",2021,"Transforming the War on Drugs","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197604359.003.0007","",282,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197604359.003.0007","","",,,161,188,0,0.00,0,1,3,"<p>Chapter 6 focuses on Mexico and Central America, the major transit zone between cocaine production in South America and the US market. It highlights US influence and soaring violence as factors that determine the region’s position in the international drug policy debate. The chapter argues that, instead of reducing harm in the region, the International Drug Control Regime has triggered collateral damage in Central America that outweighs its success in deterring the illicit production, trafficking, and consumption of drugs. It shows that the negative effects of the International Drug Control Regime are more visible in producer and transit countries because prohibitionist drug policies have transferred a large portion of social and financial costs onto them.</p>","",""
5,"Avijit Roy, Pradip Chouhan","Girl child marriage in Malda district of West Bengal: analysis of prevalence and socio-economic factors",2021,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2021.1923878","",283,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2021.1923878","1745-0128","",16,4,293,306,5,1.67,3,2,3,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2021.1923878",""
6,"Nicolette Comley-White, Joanne Potterton, Veronica Ntsiea","The perceived challenges of perinatal HIV in adolescents: a qualitative study",2021,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2021.1891358","",284,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2021.1891358","1745-0128","",16,4,320,333,6,2.00,2,3,3,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2021.1891358",""
0,"Tim Vernimmen","Cultural transmission makes animals flexible, but vulnerable",2022,"Knowable Magazine","Annual Reviews","http://dx.doi.org/10.1146/knowable-072822-1","",285,"2024-06-21 14:54:40","journal-article","10.1146/knowable-072822-1","2575-4459","",,,,,0,0.00,0,1,2,"","",""
0,"","Conclusion",2024,"Significant Emotions","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9781350026834.ch-c","",286,"2024-06-21 14:54:40","other","10.5040/9781350026834.ch-c","","",,,189,190,0,0.00,0,0,1,"","",""
0,"","Vulnerable individuals and those lacking capacity",2021,"Forced Marriage Law and Practice","Bloomsbury Professional","http://dx.doi.org/10.5040/9781526515988.chapter-008","",287,"2024-06-21 14:54:40","book-chapter","10.5040/9781526515988.chapter-008","","",,,,,0,0.00,0,0,3,"","",""
0,"","Government advisers recommend further COVID-19 vaccine boosters for vulnerable patients",2023,"Pharmaceutical Journal","Royal Pharmaceutical Society","http://dx.doi.org/10.1211/pj.2023.1.177120","",288,"2024-06-21 14:54:40","journal-article","10.1211/pj.2023.1.177120","2053-6186","",,,,,0,0.00,0,0,1,"","",""
0,"Ernesto Priego","New Comic! “Living with Covid” While Clinically Vulnerable: A Real-Life Story",2022,"","Front Matter","http://dx.doi.org/10.59350/7f519-g2r75","",289,"2024-06-21 14:54:40","posted-content","10.59350/7f519-g2r75","","",,,,,0,0.00,0,1,2,"<p>Announcing our newest comic, ‘”Living with Covid” While Clinically Vulnerable: A Real-Life Story’ is now openly available online.</p>","https://ernestopriego.com/2022/03/08/new-comic-living-with-covid-while-clinically-vulnerable-a-real-life-story",""
0,"","This ‘guardian’ molecule may make women more vulnerable to autoimmune diseases",2024,"AAAS Articles DO Group","American Association for the Advancement of Science (AAAS)","http://dx.doi.org/10.1126/science.zo36t44","",290,"2024-06-21 14:54:40","dataset","10.1126/science.zo36t44","","",,,,,0,0.00,0,0,1,"","",""
0,"","Introduction",2024,"Significant Emotions","Bloomsbury Publishing Plc","http://dx.doi.org/10.5040/9781350026834.ch-i","",291,"2024-06-21 14:54:40","other","10.5040/9781350026834.ch-i","","",,,1,10,0,0.00,0,0,1,"","",""
0,"","Creaturely Texts: Multispecies Encounters",2024,"Vulnerable Earth","Cambridge University Press","http://dx.doi.org/10.1017/9781009496896.006","",292,"2024-06-21 14:54:40","other","10.1017/9781009496896.006","","",,,121,184,0,0.00,0,0,1,"","",""
0,"","C74. DO NOT MISS: SLEEP DISORDERS IN VULNERABLE POPULATIONS",2023,"","American Thoracic Society","http://dx.doi.org/10.1164/ajrccm-conference.2023.c74","",293,"2024-06-21 14:54:40","proceedings","10.1164/ajrccm-conference.2023.c74","","",,,,,0,0.00,0,0,1,"","",""
1,"Lior Glick, Itay Mayrose","Plant pan-genomes are highly vulnerable to methodological considerations",2022,"","Research Square Platform LLC","http://dx.doi.org/10.21203/rs.3.rs-1415605/v1","",294,"2024-06-21 14:54:40","posted-content","10.21203/rs.3.rs-1415605/v1","","",,,,,1,0.50,1,2,2,"Abstract: Pan-genomics is a promising approach for studying the genetic diversity within plant populations. In contrast to common resequencing studies that compare whole genome sequencing data to a single reference genome, the construction of a pan-genome involves the direct comparison of multiple genomes to one another, thereby enabling the detection of nonreference genomic sequences and genes, as well as the analysis of gene content diversity. While multiple studies describing pan-genomes of various plant species have been published in recent years, the effect of the construction methodology is still poorly understood. Here we examine the effect of several key methodological factors on the obtained nonreference gene pool and on gene presence-absence detections by constructing and comparing multiple pan-genomes of","https://www.researchsquare.com/article/rs-1415605/v1",""
0,"","Carl Schmitt Ups the Ante",2023,"Being Vulnerable","McGill-Queen's University Press","http://dx.doi.org/10.2307/jj.3078922.5","",295,"2024-06-21 14:54:40","book-chapter","10.2307/jj.3078922.5","","",,,3,13,0,0.00,0,0,1,"","",""
0,"Patrick Brown","When ‘normal’ people become vulnerable",2021,"On Vulnerability","Routledge","http://dx.doi.org/10.4324/9780429347740-3","",296,"2024-06-21 14:54:40","book-chapter","10.4324/9780429347740-3","","",,,31,49,0,0.00,0,1,3,"","",""
2,"Gulshat Muhametjanova, Gülgün Afacan Adanır","Migrant parents and psychosocial effects of parents’ absence on children left behind in the Kyrgyz Republic",2022,"Vulnerable Children and Youth Studies","Informa UK Limited","http://dx.doi.org/10.1080/17450128.2022.2159099","",297,"2024-06-21 14:54:40","journal-article","10.1080/17450128.2022.2159099","1745-0128","",18,1,10,18,2,1.00,1,2,2,"","https://www.tandfonline.com/doi/pdf/10.1080/17450128.2022.2159099",""
0,"Thomas Gregory","Vulnerable Civilians: Coalition Checkpoints and the Perception of Hostile Intent",2021,"Vulnerability and the Politics of Care","British Academy","http://dx.doi.org/10.5871/bacad/9780197266830.003.0007","",298,"2024-06-21 14:54:40","book-chapter","10.5871/bacad/9780197266830.003.0007","","",,,108,125,0,0.00,0,1,3,"<p>This chapter examines civilian casualties at coalition checkpoints in Afghanistan and Iraq, focusing on the decision to use lethal force against individuals considered to be hostile. Drawing on the testimony of American soldiers, this chapter argues that the decision to use lethal force can be seen as an affective judgement, with soldiers often resorting to ‘muscle memory’ as they sought to identify potential threats amidst the chaos and confusion of war. It will argue that these affective judgements do not occur within a cultural vacuum but are animated and informed by a set of background assumptions that mark certain populations as dangerous, threatening and hostile before they even arrive on the scene. To understand what made civilians so vulnerable to death and injury at coalition checkpoints, it will be necessary to inquire into the affective schemes of intelligibility that render certain lives disposable and certain bodies profoundly injurable in war.</p>","",""
0,"James J. Connolly, Dagney G. Faulk, Emily J. Wornell","Appendix A Working Cities Challenge Initiatives",2022,"Vulnerable Communities","Cornell University Press","http://dx.doi.org/10.7591/cornell/9781501761324.005.0001","",299,"2024-06-21 14:54:40","book-chapter","10.7591/cornell/9781501761324.005.0001","","",,,251,254,0,0.00,0,3,2,"","",""
0,"Leonie B. Jackson","Bad Mothers and Gender Traitors",2022,"The Monstrous &amp; the Vulnerable","Oxford University Press","http://dx.doi.org/10.1093/oso/9780197647332.003.0006","",300,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780197647332.003.0006","","",,,145,176,0,0.00,0,1,2,"<p>This chapter considers the depiction of the monstrous woman in newspaper discourse about ""jihadi brides"" through two narratives of deviant femininity: the monstrous mother and the gender traitor. While the monstrous mother was understood to have abandoned her maternal life-sustaining role and sacrificed her children to jihadism, the gender traitor was seen to have exploited her femininity to befriend, manipulate and procure young women for IS. Through monster talk, these women were represented as profoundly transgressing gendered expectations by instrumentalizing their children, upholding IS patriarchy and subverting the sanctity of the home by reproducing jihadist ideology in the ungovernable private sphere. These depictions served to project well-established horror narratives onto the ""jihadi brides,"" representing them as an evil presence that lurked threateningly on the borders between civilization and barbarism.</p>","",""
0,"","Creaturely Texts: Multispecies Encounters",2024,"Vulnerable Earth","Cambridge University Press","http://dx.doi.org/10.1017/9781009496896.006","",301,"2024-06-21 14:54:40","other","10.1017/9781009496896.006","","",,,121,184,0,0.00,0,0,1,"","",""
0,"Francisco Gomes-Pereira","Balance sheet expansionary policies in the euro area: Macroeconomic impacts and a vulnerable versus non-vulnerable comparison",2024,"The Journal of Economic Asymmetries","Elsevier BV","http://dx.doi.org/10.1016/j.jeca.2024.e00366","",302,"2024-06-21 14:54:40","journal-article","10.1016/j.jeca.2024.e00366","1703-4949","",30,,,,0,0.00,0,1,1,"","https://api.elsevier.com/content/article/PII:S170349492400015X",""
0,"Carlos Laranjeira, Ana Querido","Mental Health Promotion and Illness Prevention in Vulnerable Populations",2024,"","MDPI","http://dx.doi.org/10.3390/books978-3-7258-0621-8","",303,"2024-06-21 14:54:40","book","10.3390/books978-3-7258-0621-8","","",,,,,0,0.00,0,2,1,"","",""
0,"Shawan Chowdhury","Threatened species could be more vulnerable to climate change in tropical countries",2022,"","Authorea, Inc.","http://dx.doi.org/10.22541/au.165364576.66278153/v1","",304,"2024-06-21 14:54:40","posted-content","10.22541/au.165364576.66278153/v1","","",,,,,0,0.00,0,1,2,"Insects are the most speciose group of animals and play a central role in ecosystem processes and functioning, yet they are often overlooked in conservation studies. Many studies have reported a dramatic decline of insects globally, where climate change is considered a profound threat; however, how climate change is impacting tropical insects is largely unknown, given most studies are from the temperate region. Here, by considering Bangladeshi butterflies as a case study, I developed climatic suitability maps for 242 species and compared the suitability under current and future (2081-2100) climatic conditions. Overall, the projected future climate could impact 241 of 242 butterfly species (except for Spindasis elima), where 42% species could experience range contraction. Alarmingly, the impact could be significantly more severe among threatened species. While the direction of shift in habitat suitability could be multidimensional, about 65% of species might move north. While the suitability range could expand for about 58%, most threatened species (58%) could experience range contraction. The mean elevation of the suitable habitat could increase by 238%, and again the situation could be more severe for the threatened butterflies (from 42m to 108m). The niche-overlap analysis indicates that about 54% of the realised niche could be altered. Although there might be no significant association between the shift in habitat suitability along the elevational gradient, migratory species could experience a more significant shift than non-migrants. I show that climate change could have a severe impact on Bangladeshi butterflies – depending on Socio-Economic Pathways (ssps), the future climatic condition could be unsuitable for 2 (ssp126) – 34% (ssp585) species. To mitigate insect decline globally, and therefore, to meet the Post 2020 Biodiversity Framework targets, I urge immediate detection of climate change impact on tropical insects and developing effective conservation strategies.","",""
0,"Arthur W. Frank","Vulnerable Reading",2022,"King Lear","Oxford University PressOxford","http://dx.doi.org/10.1093/oso/9780192846723.003.0001","",305,"2024-06-21 14:54:40","book-chapter","10.1093/oso/9780192846723.003.0001","","",,,1,14,0,0.00,0,1,2,"Abstract: The author tells a story about his life at one of its lowest points. In that moment, a biblical story came to him. This old story reflected his present troubles and brought him solace. That experience becomes the model for vulnerable reading: reading from the perspective of someone who needs help and looks to literature as a resource for confronting what seems overwhelming. The vulnerable reader is complementary to the author’s earlier trope of the wounded storyteller, someone who needs to tell their own story of suffering but finds it difficult to do so. The vulnerable reader, in order to tell her story, needs stories not her own. The author describes how Shakespeare came into his life and why he chose King Lear to exemplify vulnerable reading. Vulnerable reading involves a risk of narcissism. Against this risk, reading seeks to hear characters talking back, saying what was unexpected.","https://academic.oup.com/book/chapter-pdf/58047524/oso-9780192846723-chapter-1.pdf",""
0,"","Informality in the Dominican Republic is high and affects the most vulnerable households",2022,"","Organisation for Economic Co-Operation and Development (OECD)","http://dx.doi.org/10.1787/4d738e07-en","",306,"2024-06-21 14:54:40","component","10.1787/4d738e07-en","","",,,,,0,0.00,0,0,2,"","",""
0,"J Bharathi, S Nandhini","Vulnerable Server under Bernoulli Vacation and Non-Persistent Customer",2023,"","Research Square Platform LLC","http://dx.doi.org/10.21203/rs.3.rs-3162859/v1","",307,"2024-06-21 14:54:40","posted-content","10.21203/rs.3.rs-3162859/v1","","",,,,,0,0.00,0,2,1,"Abstract: In this study, computing on the cloud is important to current technologies. CC (Cloud Computing) significantly emphasizes task scheduling as one of its most critical components, we examine an","https://www.researchsquare.com/article/rs-3162859/v1",""
0,"","Giorgio Agamben’s Civil War",2023,"Being Vulnerable","McGill-Queen's University Press","http://dx.doi.org/10.1515/9780228016298-005","",308,"2024-06-21 14:54:40","book-chapter","10.1515/9780228016298-005","","",,,28,38,0,0.00,0,0,1,"","https://www.degruyter.com/document/doi/10.1515/9780228016298-005/xml",""
0,"Hilaire Barnett","Protecting vulnerable children",2021,"Children's Rights and the Law","Routledge","http://dx.doi.org/10.4324/9780429452710-6","",309,"2024-06-21 14:54:40","book-chapter","10.4324/9780429452710-6","","",,,157,187,0,0.00,0,1,3,"","",""
0,"","The Novels",2023,"Gospel Thrillers","Cambridge University Press","http://dx.doi.org/10.1017/9781009384605.010","",310,"2024-06-21 14:54:40","other","10.1017/9781009384605.010","","",,,237,238,0,0.00,0,0,1,"","",""
0,"","Knowledge Brokers",2023,"Gospel Thrillers","Cambridge University Press","http://dx.doi.org/10.1017/9781009384605.007","",311,"2024-06-21 14:54:40","book-chapter","10.1017/9781009384605.007","","",,,154,188,0,0.00,0,0,1,"","",""
0,"","Arduous trip through Amazon brings COVID-19 vaccines to vulnerable groups",2021,"AAAS Articles DO Group","American Association for the Advancement of Science (AAAS)","http://dx.doi.org/10.1126/science.acz9905","",312,"2024-06-21 14:54:40","dataset","10.1126/science.acz9905","","",,,,,0,0.00,0,0,3,"","",""
0,"Theodora Gazi","Who are we calling vulnerable in EU aid projects?",2021,"Academia Letters","Academia.edu","http://dx.doi.org/10.20935/al1521","",313,"2024-06-21 14:54:40","journal-article","10.20935/al1521","2771-9359","",,,,,0,0.00,0,1,3,"","https://www.academia.edu/49905395/Who_are_we_calling_vulnerable_in_EU_aid_projects",""
0,"","Academic Thrillers",2023,"Gospel Thrillers","Cambridge University Press","http://dx.doi.org/10.1017/9781009384605.008","",314,"2024-06-21 14:54:40","book-chapter","10.1017/9781009384605.008","","",,,189,231,0,0.00,0,0,1,"","",""
