n_sources,total_input_tokens_true,total_after_b_tokens_true,total_after_clean_tokens_true,total_after_a_tokens_true,total_final_tokens_true,total_a_saved_true,total_b_saved_true,total_a_intro_true,total_b_intro_true,total_net_true,total_a_candidates,total_a_selected,total_b_assets,total_b_clusters,total_b_clusters_selected,alias_strict_single_selections,alias_tier_counts_json,route_initial__total_route_delete_now,route_initial__total_route_retain_for_b,route_initial__total_route_retain_as_reference_candidate,route_initial__total_route_pass_through,route_initial__total_route_clean_after_b,route_initial__total_docstrings_detected,route_initial__total_comments_detected,route_post_b__total_route_delete_now,route_post_b__total_route_retain_for_b,route_post_b__total_route_retain_as_reference_candidate,route_post_b__total_route_pass_through,route_post_b__total_route_clean_after_b,route_post_b__total_docstrings_detected,route_post_b__total_comments_detected,corpus_old_sum_before_true,corpus_old_sum_after_true,corpus_old_sum_delta_true,corpus_old_reduction_pct,corpus_fast_sum_before_true,corpus_fast_sum_after_true,corpus_fast_sum_delta_true,corpus_fast_reduction_pct,corpus_rewrite_sum_before_true,corpus_rewrite_sum_after_true,corpus_rewrite_sum_delta_true,corpus_rewrite_reduction_pct,frozen_manifest_path
132,178255,178300,178300,178300,178300,0,227,0,127,100,1,0,134,16,11,0,{},2,35,44,10,0,1,36,0,29,48,11,0,1,28,178255,174530,3725,2.089703,178255,174790,3465,1.943844,178255,178300,-45,-0.025245,E:\cursor\SITP1\performance-work2\entropy_tokenizer_v2\results\stage3ab_starcoder_200k\frozen_corpus_manifest.json
